APPLICATION,LOGZIO_PROJECT,ENVIRONMENT,message,PATTERN,LOG_MESSAGE_TIMESTAMP,TARGET_SYSTEM,TARGET_URI
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 71:13]\n""",profile origin class path resource application,2022-02-24T17:06:05.755000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 76:13]\n""",profile origin class path resource application,2022-02-24T17:06:05.755000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 86:13]\n""",profile origin class path resource application,2022-02-24T17:06:05.755000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 72:13]\n""",profile origin class path resource application,2022-02-24T17:06:04.758000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 78:13]\n""",profile origin class path resource application,2022-02-24T17:06:04.757000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 84:13]\n""",profile origin class path resource application,2022-02-24T17:06:04.757000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:04.756  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 90:13]\n""",profile origin class path resource application,2022-02-24T17:06:04.757000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:04.756  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 96:13]\n""",profile origin class path resource application,2022-02-24T17:06:04.756000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 148:13]\n""",profile origin class path resource application,2022-02-24T17:06:01.644000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 142:13]\n""",profile origin class path resource application,2022-02-24T17:06:01.644000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 136:13]\n""",profile origin class path resource application,2022-02-24T17:06:01.644000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 160:13]\n""",profile origin class path resource application,2022-02-24T17:06:01.643000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 154:13]\n""",profile origin class path resource application,2022-02-24T17:06:01.643000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:30:01.835  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:30:01.836000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:56.346  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:56.346000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:50.931  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:50.932000,iAPI,o.s.b.c.config.ConfigDataEnvironment
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:44.826  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:44.826000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:38.682  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:38.682000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:32.848  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:32.848000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 18:29:26.453  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-22T18:29:26.454000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-19 02:40:29.455  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""This is a sample message for NullPointerException and OMError pattern extracion""}]\n""",NullPointerException,2022-02-21T17:39:34.089000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:55.393  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscriber Error 1000 testing: [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469956)\""}]\n""",Get Subscriber Error 1000 testing,2022-02-19T03:11:53.763000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-11 15:04:00.001 ERROR 1 --- [nio-8080-exec-2] c.d.w.r.d.service.DeviceMgmtService      : Testing message Sample pattern\n""","Testing message Sample pattern\n""",2022-02-22T18:29:50.932000,iAPI,c.d.w.r.d.service.DeviceMgmtService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-10 21:59:19.981  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Long message for testing the working of new pattern extraction using RAKE\n""",new pattern extraction using rake,2022-02-22T18:29:44.826000,iAPI,.w.r.s.m.s.SubscriptionManagementService
